Code,Name,Type,Latitude,Longitude,Sector,State,Childbirths 2012,Childbirths 2013,Childbirths 2014,Childbirths 2015,Childbirths 2016,Childbirths 2017,Childbirths 2018,Childbirths 2019,Childbirths 2020,Childbirths 2021,Childbirths total
H0737,Royal Darwin Hospital,Hospital,-12.355806,130.881789,Public,Northern Territory,1912,2004,2079,2120,2164,2144,2074,2038,2136,2174,20845
H0738,Alice Springs Hospital,Hospital,-23.705758,133.878064,Public,Northern Territory,797,770,782,785,795,773,745,754,759,740,7700
H0739,Tennant Creek Hospital,Hospital,-19.647791,134.186893,Public,Northern Territory,5,8,3,0,3,3,0,3,3,0,28
H0740,Katherine Hospital,Hospital,-14.439002,132.272129,Public,Northern Territory,316,280,251,244,235,235,247,254,244,231,2537
H0741,Gove Hospital,Hospital,-12.18602,136.777874,Public,Northern Territory,161,159,150,131,129,141,140,130,135,141,1417
H0742,The Canberra Hospital,Hospital,-35.345777,149.100898,Public,Australian Capital Territory,3079,3245,3312,3435,3527,3565,3511,3469,3457,3444,34044
H0743,Calvary Public Hospital Bruce,Hospital,-35.253321,149.089654,Public,Australian Capital Territory,1524,1652,1776,1798,1722,1614,1593,1617,1692,1760,16748
H0744,Robina Hospital,Hospital,-28.072198,153.377284,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0745,Queensland Children's Hospital,Hospital,-27.484305,153.026717,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0746,Fiona Stanley Hospital,Hospital,-32.07012,115.846909,Public,Western Australia,0,0,541,1843,2718,2995,3181,3140,3234,3495,21147
H0747,St John of God Midland Public Hospital,Hospital,-31.894832,116.008852,Public,Western Australia,0,0,0,449,1399,1853,1843,1848,1941,2039,11372
H0748,Byron Central Hospital,Hospital,-28.637365,153.555898,Public,New South Wales,0,0,0,0,63,125,124,133,126,115,686
H0749,Women's at Sandringham,Hospital,-37.961049,145.018157,Public,Victoria,0,508,1268,1579,1596,1593,1604,1564,1559,1504,12775
H0750,Sunshine Coast University Hospital,Hospital,-26.74681,153.113812,Public,Queensland,0,0,0,0,350,1862,3090,3175,3251,3356,15084
H0751,Perth Children's Hospital,Hospital,-31.969503,115.817165,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0752,Karratha Health Campus,Hospital,-20.732208,116.839511,Public,Western Australia,0,0,0,0,0,0,113,258,311,309,991
H0753,Northern Beaches Hospital,Hospital,-33.750646,151.23377,Public,New South Wales,0,0,0,0,0,0,503,1242,1615,1679,5039
H0754,Palmerston Regional Hospital,Hospital,-12.475079,131.004464,Public,Northern Territory,0,0,0,0,0,0,0,0,0,0,0
H1009,Dame Phyllis Frost Centre - Marmak unit,Hospital,-37.781307,144.742309,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H1016,Goodooga Health Service,Hospital,-29.110249,147.456114,Public,New South Wales,0,0,0,0,0,0,0,0,0,0,0
H1018,Ivanhoe Hospital,Hospital,-32.898193,144.298904,Public,New South Wales,0,0,0,0,0,0,0,0,0,0,0
H1024,Menindee Health Service,Hospital,-32.390335,142.414869,Public,New South Wales,0,0,0,0,0,0,0,0,0,0,0
H1028,QEII Family Centre,Hospital,-35.323284,149.079172,Public,Australian Capital Territory,0,0,0,0,0,0,0,0,0,0,0
H1034,Sydney Dental Hospital,Hospital,-33.884469,151.207811,Public,New South Wales,0,0,0,0,0,0,0,0,0,0,0
H1038,Tibooburra Health Service,Hospital,-29.433211,142.012817,Public,New South Wales,0,0,0,0,0,0,0,0,0,0,0
H1046,Mallee Track Health & Community Service [Sea Lake],Hospital,-35.500395,142.858003,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H1047,Ursula Frayne Centre,Hospital,-37.791148,144.886747,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H1048,Surgical Treatment and Rehabilitation Service,Hospital,-27.44926,153.02611,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H5002,Adelaide Day Surgery Pty Ltd,Hospital,-34.922409,138.588817,Private,South Australia,,,,,,,,,,,0
H5003,Adelaide Eye & Laser Centre,Hospital,-34.94042,138.6215,Private,South Australia,,,,,,,,,,,0
H5004,Aesthetic Day Surgery,Hospital,-33.964843,151.135032,Private,New South Wales,,,,,,,,,,,0
H5005,Albert Road Clinic,Hospital,-37.834246,144.972151,Private,Victoria,,,,,,,,,,,0
H5006,Albury Wodonga Private Hospital,Hospital,-36.075621,146.883177,Private,New South Wales,,,,,,,,,,,0
H5009,Armidale Private Hospital,Hospital,-30.512719,151.654565,Private,New South Wales,,,,,,,,,,,0
H5010,Ashford Hospital,Hospital,-34.948142,138.576725,Private,South Australia,,,,,,,,,,,-1
H5011,Attadale Rehabilitation Hospital,Hospital,-32.029729,115.810669,Private,Western Australia,,,,,,,,,,,0
H5013,Ballina Day Surgery,Hospital,-28.870711,153.563241,Private,New South Wales,,,,,,,,,,,0
H5014,Baringa Private Hospital,Hospital,-30.278813,153.102893,Private,New South Wales,,,,,,,,,,,0
H5015,Bathurst Private Hospital,Hospital,-33.435215,149.589242,Private,New South Wales,,,,,,,,,,,0
H5017,Beleura Private Hospital,Hospital,-38.225484,145.049136,Private,Victoria,,,,,,,,,,,0
H5018,Bellbird Private Hospital,Hospital,-37.833073,145.156018,Private,Victoria,,,,,,,,,,,0
H5019,Berkeley Vale Private Hospital,Hospital,-33.337061,151.432784,Private,New South Wales,,,,,,,,,,,0
H5021,Bethesda Hospital,Hospital,-31.986967,115.778484,Private,Western Australia,,,,,,,,,,,0
H5024,Brisbane Private Hospital,Hospital,-27.464756,153.022642,Private,Queensland,,,,,,,,,,,0
H5025,Brisbane Waters Private Hospital,Hospital,-33.495233,151.321708,Private,New South Wales,,,,,,,,,,,0
H5026,Caboolture Private Hospital,Hospital,-27.080318,152.963628,Private,Queensland,,,,,,,,,,,0
H5027,Cabrini Brighton,Hospital,-37.91165,144.991572,Private,Victoria,,,,,,,,,,,0
H5028,Cabrini Health Elsternwick Rehabilitation - Glenhuntly Rd,Hospital,-37.88543,145.009328,Private,Victoria,,,,,,,,,,,0
H5029,Cabrini Health Elsternwick Rehabilitation - Hopetoun,Hospital,-37.884778,145.01039,Private,Victoria,,,,,,,,,,,0
H5030,Cabrini Malvern,Hospital,-37.861641,145.0335,Private,Victoria,,,,,,,,,,,-1
H5031,Cabrini Prahran,Hospital,-37.854034,145.009017,Private,Victoria,,,,,,,,,,,0
H5032,Cairns Day Surgery,Hospital,-16.918973,145.771955,Private,Queensland,,,,,,,,,,,0
H5033,Cairns Private Hospital,Hospital,-16.918854,145.772282,Private,Queensland,,,,,,,,,,,-1
H5034,Caloundra Private Clinic,Hospital,-26.782379,153.125534,Private,Queensland,,,,,,,,,,,0
H5035,Calvary Central Districts Hospital,Hospital,-34.75542,138.656221,Private,South Australia,,,,,,,,,,,0
H5036,Calvary Health Care Riverina,Hospital,-35.118702,147.352811,Private,New South Wales,,,,,,,,,,,-1
H5037,Calvary Health Care Tasmania - Lenah Valley Campus,Hospital,-42.866099,147.303614,Private,Tasmania,,,,,,,,,,,0
H5038,Calvary Health Care Tasmania - St John's Campus,Hospital,-42.895314,147.305975,Private,Tasmania,,,,,,,,,,,0
H5039,Calvary Health Care Tasmania - St Luke's Campus,Hospital,-41.433895,147.149521,Private,Tasmania,,,,,,,,,,,0
H5040,Calvary Health Care Tasmania - St Vincent's Campus,Hospital,-41.441013,147.141308,Private,Tasmania,,,,,,,,,,,0
H5041,Calvary John James Hospital,Hospital,-35.319869,149.095662,Private,Australian Capital Territory,,,,,,,,,,,-1
H5042,Calvary North Adelaide Hospital,Hospital,-34.910003,138.589095,Private,South Australia,,,,,,,,,,,-1
H5043,Calvary Private Hospital Bruce,Hospital,-35.252882,149.088646,Private,Australian Capital Territory,,,,,,,,,,,0
H5044,Calvary Rehabilitation Hospital,Hospital,-34.891739,138.611481,Private,South Australia,,,,,,,,,,,0
H5046,Campbelltown Private Hospital,Hospital,-34.075607,150.804948,Private,New South Wales,,,,,,,,,,,0
H5047,Canberra Imaging Group Angiography/Interventional Suite,Hospital,-35.318557,149.096004,Private,Australian Capital Territory,,,,,,,,,,,0
H5050,Castlecrag Private Hospital,Hospital,-33.801822,151.217045,Private,New South Wales,,,,,,,,,,,0
H5051,Central Coast Day Hospital,Hospital,-33.439692,151.384354,Private,New South Wales,,,,,,,,,,,0
H5055,Colin Street Day Hospital,Hospital,-31.949358,115.841569,Private,Western Australia,,,,,,,,,,,0
H5057,Coolenberg Day Surgery,Hospital,-31.439829,152.909473,Private,New South Wales,,,,,,,,,,,0
H5060,Darwin Private Hospital,Hospital,-12.357357,130.881789,Private,Northern Territory,,,,,,,,,,,-1
H5062,Diagnostic Endoscopy Centre,Hospital,-33.879519,151.220852,Private,New South Wales,,,,,,,,,,,0
H5063,Donvale Rehabilitation Hospital,Hospital,-37.789836,145.171655,Private,Victoria,,,,,,,,,,,0
H5064,Dorset Rehabilitation Centre,Hospital,-37.723402,144.947436,Private,Victoria,,,,,,,,,,,0
H5065,Dudley Private Hospital,Hospital,-33.282219,149.121236,Private,New South Wales,,,,,,,,,,,0
H5067,Epping Surgery Centre,Hospital,-33.771132,151.083676,Private,New South Wales,,,,,,,,,,,0
H5068,Epworth Cliveden,Hospital,-37.815662,144.987547,Private,Victoria,,,,,,,,,,,0
H5069,Epworth Eastern,Hospital,-37.814678,145.119368,Private,Victoria,,,,,,,,,,,0
H5070,Epworth Freemasons [Albert Street],Hospital,-37.810694,144.984107,Private,Victoria,,,,,,,,,,,0
H5071,Epworth Freemasons [Victoria Parade],Hospital,-37.809284,144.98212,Private,Victoria,,,,,,,,,,,-1
H5072,Epworth Rehabilitation Brighton,Hospital,-37.913689,145.002815,Private,Victoria,,,,,,,,,,,0
H5073,Epworth Camberwell,Hospital,-37.846223,145.054689,Private,Victoria,,,,,,,,,,,0
H5074,Epworth Richmond Rehabilitation,Hospital,-37.817419,144.993503,Private,Victoria,,,,,,,,,,,0
H5075,Epworth Richmond,Hospital,-37.817433,144.993029,Private,Victoria,,,,,,,,,,,0
H5076,Eye-Tech Day Surgeries,Hospital,-27.461026,153.021898,Private,Queensland,,,,,,,,,,,0
H5077,Eye-Tech Day Surgeries Southside,Hospital,-27.557642,153.082042,Private,Queensland,,,,,,,,,,,0
H5078,Figtree Private Hospital,Hospital,-34.440199,150.851024,Private,New South Wales,,,,,,,,,,,-1
H5079,Flinders Private Hospital,Hospital,-35.020629,138.568089,Private,South Australia,,,,,,,,,,,0
H5080,Forster Private Hospital,Hospital,-32.188561,152.514079,Private,New South Wales,,,,,,,,,,,0
H5081,Frances Perry House,Hospital,-37.798758,144.955135,Private,Victoria,,,,,,,,,,,-1
H5084,Glenferrie Private Hospital,Hospital,-37.819459,145.031544,Private,Victoria,,,,,,,,,,,0
H5085,Glengarry Private Hospital,Hospital,-31.834253,115.784826,Private,Western Australia,,,,,,,,,,,-1
H5086,Greenslopes Private Hospital,Hospital,-27.513052,153.046942,Private,Queensland,,,,,,,,,,,-1
H5087,Griffith Rehabilitation Hospital,Hospital,-35.010285,138.523859,Private,South Australia,,,,,,,,,,,0
H5088,Gympie Private Hospital,Hospital,-26.184392,152.664191,Private,Queensland,,,,,,,,,,,0
H5091,Hervey Bay Surgical Hospital,Hospital,-25.287202,152.834651,Private,Queensland,,,,,,,,,,,0
H5092,Hillcrest Rockhampton Private Hospital,Hospital,-23.377595,150.496076,Private,Queensland,,,,,,,,,,,0
H5093,Hobart Private Hospital,Hospital,-42.880752,147.329886,Private,Tasmania,,,,,,,,,,,-1
H5094,Hollywood Private Hospital,Hospital,-31.969693,115.809148,Private,Western Australia,,,,,,,,,,,0
H5095,St Vincent's Private Hospital [Northside],Hospital,-27.390688,153.022728,Private,Queensland,,,,,,,,,,,0
H5097,Hunter Valley Private Hospital,Hospital,-32.883085,151.695054,Private,New South Wales,,,,,,,,,,,0
H5098,Hunters Hill Private Hospital,Hospital,-33.835273,151.150172,Private,New South Wales,,,,,,,,,,,0
H5099,Hurstville Private,Hospital,-33.962333,151.095989,Private,New South Wales,,,,,,,,,,,-1
H5100,Ipswich Day Hospital,Hospital,-27.6184,152.7608,Private,Queensland,,,,,,,,,,,0
H5101,John Fawkner Private Hospital,Hospital,-37.754369,144.958398,Private,Victoria,,,,,,,,,,,0
H5102,John Flynn Private Hospital,Hospital,-28.153911,153.488616,Private,Queensland,,,,,,,,,,,-1
H5103,Joondalup Health Campus (Private),Hospital,-31.738788,115.77034,Private,Western Australia,,,,,,,,,,,0
H5105,Kareena Private Hospital,Hospital,-34.034986,151.114186,Private,New South Wales,,,,,,,,,,,-1
H5106,Kawana Private Hospital,Hospital,-26.733825,153.122164,Private,Queensland,,,,,,,,,,,0
H5107,Knox Private Hospital,Hospital,-37.849645,145.228035,Private,Victoria,,,,,,,,,,,0
H5108,Lady Davidson Private Hospital,Hospital,-33.726718,151.139119,Private,New South Wales,,,,,,,,,,,0
H5109,Lake Macquarie Private Hospital,Hospital,-32.981232,151.691719,Private,New South Wales,,,,,,,,,,,0
H5110,Lawrence Hargrave Private Hospital,Hospital,-34.310173,150.917631,Private,New South Wales,,,,,,,,,,,0
H5111,Linacre Private Hospital,Hospital,-37.942699,145.003259,Private,Victoria,,,,,,,,,,,0
H5113,Macquarie University Hospital,Hospital,-33.773484,151.117877,Private,New South Wales,,,,,,,,,,,0
H5114,Maryvale Private Hospital,Hospital,-38.215028,146.418561,Private,Victoria,,,,,,,,,,,0
H5115,Masada Private Hospital,Hospital,-37.869799,145.003096,Private,Victoria,,,,,,,,,,,0
H5116,Mater Children's Private Brisbane,Hospital,-27.48485,153.027436,Private,Queensland,,,,,,,,,,,0
H5117,Mater Private Hospital Townsville,Hospital,-19.288482,146.786528,Private,Queensland,,,,,,,,,,,-1
H5118,Mater Misericordiae Day Unit,Hospital,-21.139073,149.181984,Private,Queensland,,,,,,,,,,,0
H5119,Mater Misericordiae Hospital Bundaberg,Hospital,-24.870766,152.330412,Private,Queensland,,,,,,,,,,,0
H5120,Mater Misericordiae Hospital Gladstone,Hospital,-23.850526,151.247469,Private,Queensland,,,,,,,,,,,0
H5121,Mater Misericordiae Hospital Mackay,Hospital,-21.129416,149.166033,Private,Queensland,,,,,,,,,,,-1
H5122,Mater Misericordiae Hospital Rockhampton,Hospital,-23.398033,150.497444,Private,Queensland,,,,,,,,,,,-1
H5124,Mater Mothers' Private Brisbane,Hospital,-27.485992,153.027747,Private,Queensland,,,,,,,,,,,-1
H5125,Mater Private Hospital Redland,Hospital,-27.540811,153.25043,Private,Queensland,,,,,,,,,,,-1
H5126,Mater Private Hospital Brisbane,Hospital,-27.483975,153.028777,Private,Queensland,,,,,,,,,,,0
H5130,Melbourne Private Hospital,Hospital,-37.798272,144.957025,Private,Victoria,,,,,,,,,,,0
H5131,St John of God Mt Lawley Hospital,Hospital,-31.936721,115.884926,Private,Western Australia,,,,,,,,,,,-1
H5132,St Vincent's Private Hospital [East Melbourne],Hospital,-37.811733,144.984164,Private,Victoria,,,,,,,,,,,0
H5133,Metwest Eye Centre,Hospital,-33.774236,150.912421,Private,New South Wales,,,,,,,,,,,0
H5135,Mildura Health Private Hospital,Hospital,-34.18479,142.145705,Private,Victoria,,,,,,,,,,,0
H5136,Mitcham Private Hospital,Hospital,-37.810436,145.194808,Private,Victoria,,,,,,,,,,,-1
H5141,Mount Gambier Private Hospital,Hospital,-37.805952,140.786887,Private,South Australia,,,,,,,,,,,0
H5142,Mount Hospital,Hospital,-31.958534,115.845401,Private,Western Australia,,,,,,,,,,,0
H5143,Mount Wilga Private Hospital,Hospital,-33.692829,151.092939,Private,New South Wales,,,,,,,,,,,0
H5144,Murray Valley Private Hospital,Hospital,-36.138419,146.876478,Private,Victoria,,,,,,,,,,,0
H5145,Nambour Selangor Private Hospital,Hospital,-26.618265,152.955949,Private,Queensland,,,,,,,,,,,-1
H5146,National Capital Private Hospital,Hospital,-35.344872,149.101944,Private,Australian Capital Territory,,,,,,,,,,,0
H5147,Nepean Private Hospital,Hospital,-33.759775,150.715206,Private,New South Wales,,,,,,,,,,,-1
H5148,New Farm Clinic,Hospital,-27.473623,153.045879,Private,Queensland,,,,,,,,,,,0
H5149,Newcastle Private Hospital,Hospital,-32.922537,151.698371,Private,New South Wales,,,,,,,,,,,-1
H5150,Noosa Hospital,Hospital,-26.403209,153.046309,Private,Queensland,,,,,,,,,,,0
H5151,North Eastern Rehabilitation Centre,Hospital,-37.763424,145.031344,Private,Victoria,,,,,,,,,,,0
H5152,North Shore Private Hospital,Hospital,-33.820622,151.189159,Private,New South Wales,,,,,,,,,,,-1
H5153,North West Private Hospital,Hospital,-27.393992,152.992705,Private,Queensland,,,,,,,,,,,-1
H5154,Northpark Private Hospital,Hospital,-37.691208,145.061631,Private,Victoria,,,,,,,,,,,-1
H5155,Northside Group [St Leonards Clinic],Hospital,-33.825156,151.188367,Private,New South Wales,,,,,,,,,,,0
H5156,Northside Group [Cremorne Clinic],Hospital,-33.833425,151.222886,Private,New South Wales,,,,,,,,,,,0
H5157,Northside Group [Wentworthville Clinic],Hospital,-33.811188,150.974575,Private,New South Wales,,,,,,,,,,,0
H5158,Norwest Private Hospital,Hospital,-33.744941,150.953608,Private,New South Wales,,,,,,,,,,,-1
H5159,Nowra Private Hospital,Hospital,-34.893534,150.606551,Private,New South Wales,,,,,,,,,,,0
H5161,Orange Surgery Centre,Hospital,-33.283027,149.102737,Private,New South Wales,,,,,,,,,,,0
H5162,Oxford Day Surgery and Dermatology,Hospital,-31.922727,115.841536,Private,Western Australia,,,,,,,,,,,0
H5164,Pacific Private Day Hospital,Hospital,-27.970407,153.407829,Private,Queensland,,,,,,,,,,,0
H5165,Parkwynd Private Hospital,Hospital,-34.928514,138.614276,Private,South Australia,,,,,,,,,,,0
H5166,Peninsula Private Hospital Queensland,Hospital,-27.230696,153.093087,Private,Queensland,,,,,,,,,,,0
H5167,Peninsula Private Hospital Victoria,Hospital,-38.157557,145.169552,Private,Victoria,,,,,,,,,,,-1
H5168,Pennant Hills Day Surgery,Hospital,-33.738295,151.074354,Private,New South Wales,,,,,,,,,,,0
H5169,Perth Clinic,Hospital,-31.950874,115.843266,Private,Western Australia,,,,,,,,,,,0
H5170,Pindara Day Procedure Centre,Hospital,-28.008508,153.39373,Private,Queensland,,,,,,,,,,,0
H5171,Pindara Private Hospital,Hospital,-28.007076,153.393569,Private,Queensland,,,,,,,,,,,-1
H5172,Pine Rivers Private Hospital,Hospital,-27.308361,152.994832,Private,Queensland,,,,,,,,,,,0
H5173,Port Macquarie Private Hospital,Hospital,-31.442073,152.909375,Private,New South Wales,,,,,,,,,,,0
H5174,Prince of Wales Private Hospital,Hospital,-33.918492,151.238659,Private,New South Wales,,,,,,,,,,,-1
H5175,Ringwood Private Hospital,Hospital,-37.811523,145.243629,Private,Victoria,,,,,,,,,,,0
H5176,Rivercity Private Hospital,Hospital,-27.473491,152.995132,Private,Queensland,,,,,,,,,,,0
H5179,Shepparton Private Hospital,Hospital,-36.359183,145.410825,Private,Victoria,,,,,,,,,,,0
H5180,Short Street Day Surgery,Hospital,-27.970813,153.416975,Private,Queensland,,,,,,,,,,,0
H5181,Lady Bjelke-Petersen Community Hospital,Hospital,-26.543051,151.836891,Private,Queensland,,,,,,,,,,,0
H5182,South Eastern Private Hospital,Hospital,-37.966243,145.191922,Private,Victoria,,,,,,,,,,,0
H5184,Southern Highlands Private Hospital,Hospital,-34.484223,150.422882,Private,New South Wales,,,,,,,,,,,0
H5185,Southside Endoscopy Centre,Hospital,-27.662981,153.17828,Private,Queensland,,,,,,,,,,,0
H5186,SPORTSMED SA Hospital & Day Surgery,Hospital,-34.913521,138.624987,Private,South Australia,,,,,,,,,,,0
H5187,St Andrew's Hospital,Hospital,-34.934224,138.614963,Private,South Australia,,,,,,,,,,,0
H5188,St Andrew's Ipswich Private Hospital,Hospital,-27.618799,152.763079,Private,Queensland,,,,,,,,,,,-1
H5189,St Andrew's War Memorial Hospital,Hospital,-27.461224,153.021011,Private,Queensland,,,,,,,,,,,0
H5190,St George Private Hospital,Hospital,-33.966952,151.136055,Private,New South Wales,,,,,,,,,,,-1
H5191,St Helen's Private Hospital,Hospital,-42.886839,147.325791,Private,Tasmania,,,,,,,,,,,0
H5192,St John of God Ballarat Hospital,Hospital,-37.558544,143.847406,Private,Victoria,,,,,,,,,,,-1
H5193,St John of God Bendigo Hospital,Hospital,-36.762043,144.263298,Private,Victoria,,,,,,,,,,,0
H5194,St John of God Berwick Hospital,Hospital,-38.034499,145.344974,Private,Victoria,,,,,,,,,,,-1
H5195,St John of God Bunbury Hospital,Hospital,-33.365947,115.648869,Private,Western Australia,,,,,,,,,,,0
H5196,St John of God Burwood Hospital,Hospital,-33.869832,151.100538,Private,New South Wales,,,,,,,,,,,0
H5197,St John of God Geelong Hospital,Hospital,-38.151567,144.357679,Private,Victoria,,,,,,,,,,,-1
H5198,St John of God Geraldton Hospital,Hospital,-28.784383,114.616439,Private,Western Australia,,,,,,,,,,,-1
H5199,St John of God Murdoch Hospital,Hospital,-32.067919,115.844659,Private,Western Australia,,,,,,,,,,,-1
H5200,St John of God Richmond Hospital,Hospital,-33.591946,150.702473,Private,New South Wales,,,,,,,,,,,0
H5201,St John of God Subiaco Hospital,Hospital,-31.941246,115.826282,Private,Western Australia,,,,,,,,,,,-1
H5202,St John of God Warrnambool Hospital,Hospital,-38.371405,142.478749,Private,Victoria,,,,,,,,,,,-1
H5203,St John of God Frankston Rehabilitation Hospital,Hospital,-38.153035,145.155926,Private,Victoria,,,,,,,,,,,0
H5204,St John of God Pinelodge Clinic,Hospital,-37.970226,145.213143,Private,Victoria,,,,,,,,,,,0
H5205,St Luke's Hospital,Hospital,-33.874188,151.225836,Private,New South Wales,,,,,,,,,,,0
H5206,St Stephen's Hospital [Hervey Bay],Hospital,-25.299851,152.823273,Private,Queensland,,,,,,,,,,,0
H5208,St Vincent's Private Hospital [Toowoomba],Hospital,-27.565675,151.971551,Private,Queensland,,,,,,,,,,,-1
H5209,St Vincent's Private Hospital Fitzroy,Hospital,-37.807993,144.976029,Private,Victoria,,,,,,,,,,,-1
H5210,St Vincent's Private Hospital [Sydney],Hospital,-33.880698,151.219462,Private,New South Wales,,,,,,,,,,,0
H5211,St Vincent's Private Hospital [Lismore],Hospital,-28.819949,153.287381,Private,New South Wales,,,,,,,,,,,0
H5212,Stirling Hospital,Hospital,-35.007274,138.714859,Private,South Australia,,,,,,,,,,,0
H5213,Strathfield Private Hospital,Hospital,-33.872059,151.097544,Private,New South Wales,,,,,,,,,,,0
H5214,Subiaco Private Hospital,Hospital,-31.9434,115.826,Private,Western Australia,,,,,,,,,,,0
H5215,Sunnybank Private Hospital,Hospital,-27.572541,153.061051,Private,Queensland,,,,,,,,,,,-1
H5216,Sunshine Coast Haematology and Oncology Clinic,Hospital,-26.657299,153.094955,Private,Queensland,,,,,,,,,,,0
H5218,Sydney Adventist Hospital,Hospital,-33.733379,151.099874,Private,New South Wales,,,,,,,,,,,-1
H5219,Sydney Day Surgery - Prince Alfred,Hospital,-33.8912,151.1835,Private,New South Wales,,,,,,,,,,,0
H5220,Sydney Southwest Private Hospital,Hospital,-33.917876,150.927499,Private,New South Wales,,,,,,,,,,,-1
H5221,Tamara Private Hospital,Hospital,-31.077535,150.921764,Private,New South Wales,,,,,,,,,,,0
H5222,The Avenue Hospital,Hospital,-37.854809,144.998513,Private,Victoria,,,,,,,,,,,0
H5223,The Bays Hospital,Hospital,-38.223524,145.040939,Private,Victoria,,,,,,,,,,,-1
H5225,The Eye Hospital,Hospital,-41.444592,147.141609,Private,Tasmania,,,,,,,,,,,0
H5226,The Geelong Clinic,Hospital,-38.182406,144.393267,Private,Victoria,,,,,,,,,,,0
H5227,The Hills Clinic Kellyville,Hospital,-33.716759,150.952057,Private,New South Wales,,,,,,,,,,,0
H5228,The Hills Private Hospital,Hospital,-33.743476,150.9825,Private,New South Wales,,,,,,,,,,,0
H5229,The Hobart Clinic,Hospital,-42.905613,147.435278,Private,Tasmania,,,,,,,,,,,0
H5230,Mater Hospital Sydney,Hospital,-33.831152,151.201247,Private,New South Wales,,,,,,,,,,,0
H5231,The Melbourne Clinic,Hospital,-37.814361,144.998739,Private,Victoria,,,,,,,,,,,0
H5232,The Memorial Hospital,Hospital,-34.912733,138.599385,Private,South Australia,,,,,,,,,,,0
H5233,The Skin Hospital [Westmead],Hospital,-33.8072,150.98879,Private,New South Wales,,,,,,,,,,,0
H5234,Buderim Private Hospital,Hospital,-26.683988,153.092895,Private,Queensland,,,,,,,,,,,-1
H5235,The Sydney Clinic,Hospital,-33.901383,151.260988,Private,New South Wales,,,,,,,,,,,0
H5236,Mulgrave Private Hospital,Hospital,-37.938409,145.213122,Private,Victoria,,,,,,,,,,,0
H5237,The Victoria Clinic,Hospital,-37.847714,144.997225,Private,Victoria,,,,,,,,,,,0
H5238,The Victorian Rehabilitation Centre,Hospital,-37.898227,145.161425,Private,Victoria,,,,,,,,,,,0
H5239,The Wesley Hospital,Hospital,-27.478335,152.997971,Private,Queensland,,,,,,,,,,,-1
H5241,Toowong Private Hospital,Hospital,-27.47736,152.99125,Private,Queensland,,,,,,,,,,,0
H5242,Toowoomba Surgicentre,Hospital,-27.566341,151.973785,Private,Queensland,,,,,,,,,,,0
H5243,Townsville Day Surgery,Hospital,-19.268889,146.782836,Private,Queensland,,,,,,,,,,,0
H5244,Tweed Day Surgery,Hospital,-28.179019,153.539989,Private,New South Wales,,,,,,,,,,,0
H5245,Victoria Parade Surgery Centre,Hospital,-37.808521,144.97476,Private,Victoria,,,,,,,,,,,0
H5246,St Vincent's Private Hospital [Kew],Hospital,-37.806567,145.023694,Private,Victoria,,,,,,,,,,,0
H5247,Waikiki Private Hospital,Hospital,-32.310552,115.763147,Private,Western Australia,,,,,,,,,,,0
H5248,Wangaratta Private Hospital,Hospital,-36.349299,146.312423,Private,Victoria,,,,,,,,,,,0
H5249,Warners Bay Private Hospital,Hospital,-32.965262,151.641204,Private,New South Wales,,,,,,,,,,,0
H5250,Warringal Private Hospital,Hospital,-37.754419,145.060728,Private,Victoria,,,,,,,,,,,0
H5251,Waverley Private Hospital,Hospital,-37.884632,145.145798,Private,Victoria,,,,,,,,,,,-1
H5252,Wesley Hospital Ashfield,Hospital,-33.8925,151.116666,Private,New South Wales,,,,,,,,,,,0
H5253,Wesley Hospital Kogarah,Hospital,-33.968262,151.12896,Private,New South Wales,,,,,,,,,,,0
H5254,Western Hospital,Hospital,-34.909971,138.49966,Private,South Australia,,,,,,,,,,,0
H5255,Western Private Hospital,Hospital,-37.793045,144.885932,Private,Victoria,,,,,,,,,,,0
H5256,Westmead Private Hospital,Hospital,-33.802865,150.982382,Private,New South Wales,,,,,,,,,,,-1
H5257,Westmead Rehabilitation Hospital,Hospital,-33.819288,150.981059,Private,New South Wales,,,,,,,,,,,0
H5258,Westminster Day Surgery,Hospital,-31.862769,115.829163,Private,Western Australia,,,,,,,,,,,0
H5259,Wolper Jewish Hospital,Hospital,-33.884118,151.240739,Private,New South Wales,,,,,,,,,,,0
H5260,Adelaide Surgicentre,Hospital,-34.917691,138.621022,Private,South Australia,,,,,,,,,,,0
H5261,Brisbane Endoscopy Services,Hospital,-27.572418,153.061985,Private,Queensland,,,,,,,,,,,0
H5263,Mogo Day Surgery,Hospital,-35.782893,150.14387,Private,New South Wales,,,,,,,,,,,0
H5265,St Andrew's Toowoomba Hospital,Hospital,-27.539156,151.933665,Private,Queensland,,,,,,,,,,,0
H5266,Greenslopes Day Surgery,Hospital,-27.510139,153.052889,Private,Queensland,,,,,,,,,,,0
H5267,Ulladulla Endoscopy and Medical Centre,Hospital,-35.358764,150.473481,Private,New South Wales,,,,,,,,,,,0
